WINHALL,05340,"33 FOREST HAUNTS RD, WINHALL, VT, 05340"
ESSEX TOWN,05452,"57 PARTRIDGE DR, ESSEX TOWN, VT, 05452"
MONTPELIER,05602,"23 WILSON ST, MONTPELIER, VT, 05602"
GUILFORD,05301,"3465 HINESBURG RD, GUILFORD, VT, 05301"
MILTON,05468,"29 STEEPLECHASE LN, MILTON, VT, 05468"
GUILFORD,05301,"114 PARTRIDGE RD, GUILFORD, VT, 05301"
READSBORO,05350,"2326 KING HILL RD, READSBORO, VT, 05350"
CHESTER,05143,"27 BLUE HILL RD, CHESTER, VT, 05143"
WESTMINSTER,05346,"1097 WESTMINSTER WEST RD, WESTMINSTER, VT, 05346"
CAMBRIDGE,05464,"44 DESJARDINS RD, CAMBRIDGE, VT, 05464"
WOODSTOCK,05071,"0 BOURDON RD, WOODSTOCK, VT, 05071"
WESTFORD,05494,"0 PLAINS RD, WESTFORD, VT, 05494"
CLARENDON,05759,"131 SUNNY HILL DR, CLARENDON, VT, 05759"
ALBURGH,05440,"5 F ST, ALBURGH, VT, 05440"
HARTLAND,05048,"104 SHUTE RD, HARTLAND, VT, 05048"
ADDISON,05491,"1240 MOUNTAIN RD, ADDISON, VT, 05491"
ESSEX TOWN,05452,"14 FOREST RD, ESSEX TOWN, VT, 05452"
BURLINGTON,05401,"101 RICHARDSON ST, BURLINGTON, VT, 05401"
JAMAICA,05343,"80 HENDERSON RD, JAMAICA, VT, 05343"
ROXBURY,05669,"612 THURSTON HILL RD, ROXBURY, VT, 05669"
EDEN,05652,"967 VT ROUTE 100, EDEN, VT, 05652"
DANBY,05739,"1817 SCOTTSVILLE RD, DANBY, VT, 05739"
WILLISTON,05495,"1456 MOUNTAIN VIEW RD, WILLISTON, VT, 05495"
WORCESTER,05682,"5 WORCESTER VILLAGE RD, WORCESTER, VT, 05682"
SAINT ALBANS TOWN,05478,"2 HEALD LN, SAINT ALBANS TOWN, VT, 05478"
COLCHESTER,05446,"199 LUPINE DR, COLCHESTER, VT, 05446"
MANCHESTER,05255,"4776 MAIN ST, MANCHESTER, VT, 05255"
THETFORD,05045,"121 NORWAY LN, THETFORD, VT, 05045"
SUTTON,05867,"1040 UNDERPASS RD, SUTTON, VT, 05867"
ROYALTON,05068,"300 GEE HILL RD, ROYALTON, VT, 05068"
DOVER,05356,"33 COUNTRY CLUB RD, DOVER, VT, 05356"
WARDSBORO,05360,"80 SHELDON HILL RD, WARDSBORO, VT, 05360"
CORINTH,05039,"608 CHELSEA RD, CORINTH, VT, 05039"
RUTLAND CITY,05701,"4 MARBLE AVE, RUTLAND CITY, VT, 05701"
LONDONDERRY,05148,"430 TALLWOOD CIR, LONDONDERRY, VT, 05148"
WATERBURY,05676,"106 E   TRAILER PARK RD, WATERBURY, VT, 05676"
ORWELL,05760,"81 GRISWOLD LN, ORWELL, VT, 05760"
RUTLAND CITY,05701,"16 EVELYN ST, RUTLAND CITY, VT, 05701"
MARSHFIELD,05658,"5428 HOLLISTER HILL RD, MARSHFIELD, VT, 05658"
NORTHFIELD,05663,"315 UNIVERSITY DR, NORTHFIELD, VT, 05663"
WESTON,05161,"29 MARKHAM LN, WESTON, VT, 05161"
MONTPELIER,05602,"814 GALLISON HILL RD, MONTPELIER, VT, 05602"
BENSON,05743,"3003 ROUTE 144, BENSON, VT, 05743"
SPRINGFIELD,05156,"38 STANLEY RD, SPRINGFIELD, VT, 05156"
BENNINGTON,05201,"110 HATCHERY RD, BENNINGTON, VT, 05201"
DOVER,05356,"23 JOANS RDG, DOVER, VT, 05356"
PAWLET,05761,"140 SUGAR LN, PAWLET, VT, 05761"
VERSHIRE,05079,"8306 VT ROUTE 113, VERSHIRE, VT, 05079"
RUPERT,05776,"0 NEEDS NAME 1, RUPERT, VT, 05776"
COLCHESTER,05446,"5779 ROOSEVELT HWY, COLCHESTER, VT, 05446"
SAINT JOHNSBURY,05819,"395 AVENUE A, SAINT JOHNSBURY, VT, 05819"
BURLINGTON,05408,"40 VALADE ST, BURLINGTON, VT, 05408"
FAIRFAX,05454,"415 SAM WEBB RD, FAIRFAX, VT, 05454"
BARRE TOWN,05641,"734 E  BARRE RD, BARRE TOWN, VT, 05641"
MANCHESTER,05255,"2301 WEST RD, MANCHESTER, VT, 05255"
MILTON,05468,"7 DORIS DR, MILTON, VT, 05468"
BERLIN,05641,"85 WATER WORKS WAY, BERLIN, VT, 05641"
SHAFTSBURY,05262,"64 NORTH RD, SHAFTSBURY, VT, 05262"
WHITING,05778,"64 GIBEAULT RD, WHITING, VT, 05778"
BETHEL,05032,"0 FIRE LN, BETHEL, VT, 05032"
HARDWICK,05843,"547 W   HILL RD, HARDWICK, VT, 05843"
BRIGHTON,05846,"192 BLUEBERRY LN, BRIGHTON, VT, 05846"
SOUTH HERO,05486,"245 WEST SHORE RD, SOUTH HERO, VT, 05486"
DANVILLE,05828,"2916 JOES BROOK RD, DANVILLE, VT, 05828"
WINOOSKI,05404,"20 MANSEAU ST, WINOOSKI, VT, 05404"
PLYMOUTH,05056,"260 KINGDOM RD, PLYMOUTH, VT, 05056"
WARDSBORO,05355,"130 MELIS RD, WARDSBORO, VT, 05355"
JOHNSON,05656,"934 WATERMAN RD, JOHNSON, VT, 05656"
DOVER,05356,"30 MAPLE HILL LOOP, DOVER, VT, 05356"
POWNAL,05261,"2324 US ROUTE 7, POWNAL, VT, 05261"
SUTTON,05867,"2506 CALENDAR BROOK RD, SUTTON, VT, 05867"
WEATHERSFIELD,05156,"34 MELODY LN, WEATHERSFIELD, VT, 05156"
DOVER,05356,"0 TRAILSIDE VILLAGE WAY, DOVER, VT, 05356"
WILLISTON,05495,"550 N   WILLISTON RD, WILLISTON, VT, 05495"
MONTPELIER,05602,"47 FREEDOM DR, MONTPELIER, VT, 05602"
WESTFORD,05494,"920 OSGOOD HILL RD, WESTFORD, VT, 05494"
WOODSTOCK,05091,"1576 W   WOODSTOCK RD, WOODSTOCK, VT, 05091"
CORINTH,05039,"279 ROUND HOUSE RD, CORINTH, VT, 05039"
MIDDLEBURY,05753,"764 MUNGER ST, MIDDLEBURY, VT, 05753"
CAVENDISH,05153,"26 WHEELER RD, CAVENDISH, VT, 05153"
WOODBURY,05681,"153 SUNNY LN, WOODBURY, VT, 05681"
WILLISTON,05495,"411 MAPLE TREE PL, WILLISTON, VT, 05495"
BENSON,05743,"2680 STAGE RD, BENSON, VT, 05743"
WESTMINSTER,05346,"110 ROSS DR, WESTMINSTER, VT, 05346"
ISLE LA MOTTE,05463,"95 HILL RD, ISLE LA MOTTE, VT, 05463"
RICHFORD,05476,"498 WIGHTMAN HILL RD, RICHFORD, VT, 05476"
STOWE,05672,"54 GOLD BROOK CIR, STOWE, VT, 05672"
EDEN,05653,"56 BARROWS LOOP RD, EDEN, VT, 05653"
MIDDLEBURY,05753,"149 COTTAGE LN, MIDDLEBURY, VT, 05753"
SOUTH BURLINGTON,05403,"248 QUARRY HILL RD, SOUTH BURLINGTON, VT, 05403"
HYDE PARK,05655,"0 BOURDEAU RD, HYDE PARK, VT, 05655"
PANTON,05491,"1296 VT ROUTE 22A, PANTON, VT, 05491"
MONTGOMERY,05471,"967 N   MAIN ST, MONTGOMERY, VT, 05471"
MORRISTOWN,05661,"799 WASHINGTON HWY, MORRISTOWN, VT, 05661"
NEWBURY,05051,"2183 WALLACE HILL RD, NEWBURY, VT, 05051"
BRADFORD,05033,"107 N   MAIN ST, BRADFORD, VT, 05033"
LEICESTER,05733,"236 INDIAN TRL, LEICESTER, VT, 05733"
EAST MONTPELIER,05651,"850 LYLE YOUNG RD, EAST MONTPELIER, VT, 05651"
NEW HAVEN,05472,"722 NORTH ST, NEW HAVEN, VT, 05472"
ELMORE,05661,"4510 ELMORE MOUNTAIN RD, ELMORE, VT, 05661"
FAYSTON,05673,"4610 BATTLEGROUND, FAYSTON, VT, 05673"
MOUNT HOLLY,05742,"406 MILLBROOK LN, MOUNT HOLLY, VT, 05742"
WINHALL,05340,"25 BIRCH HILL RD, WINHALL, VT, 05340"
MILTON,05468,"84 RITA WAY, MILTON, VT, 05468"
HIGHGATE,05459,"2584 MOREY RD, HIGHGATE, VT, 05459"
PLYMOUTH,05056,"1462 MESSER HILL RD, PLYMOUTH, VT, 05056"
PITTSFORD,05763,"682 STEVENS RD, PITTSFORD, VT, 05763"
BARNARD,05032,"1107 MOUNT HUNGER RD, BARNARD, VT, 05032"
ELMORE,05661,"222 MICKLIN FARM RD, ELMORE, VT, 05661"
WESTFORD,05494,"0 VT ROUTE 128, WESTFORD, VT, 05494"
WESTON,05161,"708 MAIN ST, WESTON, VT, 05161"
WALDEN,05836,"1095 ORTON RD, WALDEN, VT, 05836"
BURLINGTON,05401,"252 NORTH AVE, BURLINGTON, VT, 05401"
HUNTINGTON,05462,"335 TAFT RD, HUNTINGTON, VT, 05462"
BURLINGTON,05401,"46 KING ST, BURLINGTON, VT, 05401"
BRATTLEBORO,05301,"0 SOUTH ST, BRATTLEBORO, VT, 05301"
NEWPORT CITY,05855,"47 LANDING ST, NEWPORT CITY, VT, 05855"
LEICESTER,05733,"161 PARTRIDGE TRL, LEICESTER, VT, 05733"
BERLIN,05663,"93 NEILL RD, BERLIN, VT, 05663"
PERU,05152,"718 VT ROUTE 11, PERU, VT, 05152"
WOODSTOCK,05091,"130 HAPPY VALLEY RD, WOODSTOCK, VT, 05091"
MAIDSTONE,05905,"771 VT ROUTE 102, MAIDSTONE, VT, 05905"
BRATTLEBORO,05301,"16 LINCOLN WAY, BRATTLEBORO, VT, 05301"
STOWE,05672,"924 EDSON HILL RD, STOWE, VT, 05672"
BENNINGTON,05201,"244 GRANDVIEW ST, BENNINGTON, VT, 05201"
HINESBURG,05461,"125 JOURDAN ST, HINESBURG, VT, 05461"
RUTLAND CITY,05701,"226 MUSSEY ST, RUTLAND CITY, VT, 05701"
WALTHAM,05491,"724 MAPLE ST, WALTHAM, VT, 05491"
DERBY,05829,"104 VT ROUTE 105, DERBY, VT, 05829"
BENNINGTON,05201,"245 BRADLEY DR, BENNINGTON, VT, 05201"
BURLINGTON,05401,"13 DREW ST, BURLINGTON, VT, 05401"
CHESTER,05143,"1648 DEAN BROOK RD, CHESTER, VT, 05143"
WATERBURY,05676,"143 MICHIGAN AVE, WATERBURY, VT, 05676"
NORTH BENNINGTON,05257,"658 PARK ST, NORTH BENNINGTON, VT, 05257"
SWANTON,05488,"0 SPRING ST, SWANTON, VT, 05488"
POWNAL,05261,"381 B HILL RD, POWNAL, VT, 05261"
COLCHESTER,05446,"82 SUNSET DR, COLCHESTER, VT, 05446"
DANBY,05739,"16 CONGDON RD, DANBY, VT, 05739"
ADDISON,05491,"0 TEN ACRE DR, ADDISON, VT, 05491"
RUTLAND TOWN,05701,"1019 US ROUTE 4   E, RUTLAND TOWN, VT, 05701"
WILMINGTON,05363,"79 TITUS FARM RD, WILMINGTON, VT, 05363"
SPRINGFIELD,05150,"100 MAIN STREET NS, SPRINGFIELD, VT, 05150"
SWANTON,05488,"57 SANDY POINT RD, SWANTON, VT, 05488"
RUTLAND CITY,05701,"10 DEER ST, RUTLAND CITY, VT, 05701"
ANDOVER,05143,"15 SIMMONS RD, ANDOVER, VT, 05143"
WESTFORD,05494,"23 NORTH RD, WESTFORD, VT, 05494"
BENNINGTON,05201,"144 NORTH ST, BENNINGTON, VT, 05201"
STRAFFORD,05070,"184 MINE RD, STRAFFORD, VT, 05070"
RICHMOND,05477,"875 STONEFENCE RD, RICHMOND, VT, 05477"
ESSEX TOWN,05452,"49 FOSTER RD, ESSEX TOWN, VT, 05452"
BURLINGTON,05401,"95 SAINT PAUL ST, BURLINGTON, VT, 05401"
BURLINGTON,05401,"0 AUSTIN DR, BURLINGTON, VT, 05401"
ADDISON,05491,"68 FISHER PT S, ADDISON, VT, 05491"
RUTLAND TOWN,05701,"113 US ROUTE 4   E, RUTLAND TOWN, VT, 05701"
CHARLOTTE,05445,"349 LANES LN, CHARLOTTE, VT, 05445"
CORINTH,05039,"146 FAIRGROUND RD, CORINTH, VT, 05039"
WEATHERSFIELD,05151,"137 JARVIS RD, WEATHERSFIELD, VT, 05151"
SPRINGFIELD,05156,"1 COMMONWEALTH AVE, SPRINGFIELD, VT, 05156"
SAINT JOHNSBURY,05819,"63 FROST AVE, SAINT JOHNSBURY, VT, 05819"
BRANDON,05733,"193 ELLA DEAN RD, BRANDON, VT, 05733"
NEWPORT TOWN,05857,"33 WESTOVER DR, NEWPORT TOWN, VT, 05857"
KILLINGTON,05751,"106 WINTERBERRY RD EXT, KILLINGTON, VT, 05751"
SHREWSBURY,05738,"23 SHUNPIKE RD, SHREWSBURY, VT, 05738"
MILTON,05468,"14 SCHOOL ST, MILTON, VT, 05468"
ARLINGTON,05257,"1843 BLACK HOLE HOLLOW RD, ARLINGTON, VT, 05257"
BARRE TOWN,05641,"234 PHELPS RD, BARRE TOWN, VT, 05641"
MIDDLESEX,05602,"14 CHURCH ST, MIDDLESEX, VT, 05602"
TOWNSHEND,05353,"297 GRAFTON RD, TOWNSHEND, VT, 05353"
WORCESTER,05682,"51 MINISTER BROOK RD, WORCESTER, VT, 05682"
DOVER,05356,"36 BEARS DEN RD, DOVER, VT, 05356"
BRATTLEBORO,05301,"15 KYLE RD, BRATTLEBORO, VT, 05301"
THETFORD,05043,"81 BRIDGE RD, THETFORD, VT, 05043"
NORTHFIELD,05663,"91 CRESCENT AVE, NORTHFIELD, VT, 05663"
BERLIN,05602,"8 TURNER HILL RD, BERLIN, VT, 05602"
BRIDPORT,05734,"3443 VT ROUTE 125, BRIDPORT, VT, 05734"
POMFRET,05053,"8492 POMFRET RD, POMFRET, VT, 05053"
HARTLAND,05052,"3 CLAY HILL RD, HARTLAND, VT, 05052"
DUMMERSTON,05301,"2282 SUNSET LAKE RD, DUMMERSTON, VT, 05301"
COVENTRY,05825,"106 COVENTRY STATION RD, COVENTRY, VT, 05825"
CORINTH,05039,"820 WHITE RD, CORINTH, VT, 05039"
PROCTOR,05765,"120 PARK ST, PROCTOR, VT, 05765"
BURLINGTON,05401,"167 S  UNION ST, BURLINGTON, VT, 05401"
BURLINGTON,05401,"459 COLCHESTER AVE, BURLINGTON, VT, 05401"
DERBY,05830,"542 GOODALL RD, DERBY, VT, 05830"
SHELBURNE,05482,"341 MAPLEWOOD DR, SHELBURNE, VT, 05482"
HARTFORD,05001,"1140 MURPHYS RD, HARTFORD, VT, 05001"
TROY,05859,"2237 BEAR MOUNTAIN RD, TROY, VT, 05859"
NEWPORT TOWN,05857,"114 SMITH DR, NEWPORT TOWN, VT, 05857"
WINOOSKI,05404,"114 SAINT PETER ST, WINOOSKI, VT, 05404"
WESTFIELD,05874,"22 CEMETERY RD, WESTFIELD, VT, 05874"
BENNINGTON,05201,"1247 S   STREAM RD, BENNINGTON, VT, 05201"
GUILDHALL,05905,"6995 VT ROUTE 102, GUILDHALL, VT, 05905"
GUILFORD,05301,"28 INDIGO DR, GUILFORD, VT, 05301"
ESSEX JUNCTION VILLAGE,05452,"9 ROTUNDA AVE, ESSEX JUNCTION VILLAGE, VT, 05452"
WINDSOR,05089,"4 ELM ST, WINDSOR, VT, 05089"
MIDDLEBURY,05753,"490 S   MAIN ST, MIDDLEBURY, VT, 05753"
WINOOSKI,05404,"0 SHEPARD ST, WINOOSKI, VT, 05404"
SAINT ALBANS TOWN,05478,"12 ADAMS ST, SAINT ALBANS TOWN, VT, 05478"
MILTON,05468,"254 LAKE RD, MILTON, VT, 05468"
BRANDON,05733,"1577 BIRCH HILL RD, BRANDON, VT, 05733"
WALLINGFORD,05773,"112 N  MAIN ST, WALLINGFORD, VT, 05773"
SWANTON,05488,"0 SAINT ALBANS RD, SWANTON, VT, 05488"
WOLCOTT,05680,"294 JONES RD, WOLCOTT, VT, 05680"
WILLIAMSTOWN,05679,"80 BAILEY RD, WILLIAMSTOWN, VT, 05679"
GEORGIA,05468,"233 BALLARD RD, GEORGIA, VT, 05468"
POWNAL,05261,"86 OAK DR, POWNAL, VT, 05261"
MORETOWN,05660,"268 S   HILL RD, MORETOWN, VT, 05660"
HIGHGATE,05459,"124 HOMESTEAD RD, HIGHGATE, VT, 05459"
HARTFORD,05001,"3221 JERICHO ST, HARTFORD, VT, 05001"
BERKSHIRE,05476,"91 BERKSHIRE CENTER RD, BERKSHIRE, VT, 05476"
HINESBURG,05461,"556 SUNSET LN W, HINESBURG, VT, 05461"
SOUTH BURLINGTON,05403,"41 SPEAR MEADOW RD, SOUTH BURLINGTON, VT, 05403"
BARRE CITY,05641,"6 CLIFF ST, BARRE CITY, VT, 05641"
LONDONDERRY,05155,"2667 THOMPSONBURG RD, LONDONDERRY, VT, 05155"
WINOOSKI,05404,"45 MAIN ST, WINOOSKI, VT, 05404"
BETHEL,05032,"0 LILLIESVILLE BROOK RD, BETHEL, VT, 05032"
WILLIAMSTOWN,05679,"472 BAILEY RD, WILLIAMSTOWN, VT, 05679"
MONTPELIER,05602,"567 HILL ST, MONTPELIER, VT, 05602"
ESSEX TOWN,05452,"136 SAND HILL RD, ESSEX TOWN, VT, 05452"
WOODSTOCK,05091,"289 GULLY RD, WOODSTOCK, VT, 05091"
ESSEX TOWN,05452,"100 CENTER RD, ESSEX TOWN, VT, 05452"
WESTMINSTER,05158,"1702 BACK WESTMINSTER RD, WESTMINSTER, VT, 05158"
UNDERHILL,05489,"1 BARRETT LN, UNDERHILL, VT, 05489"
RICHMOND,05477,"78 BORDEN ST, RICHMOND, VT, 05477"
BOLTON,05676,"49 WEST ST, BOLTON, VT, 05676"
MONTGOMERY,05471,"169 PUFFER RD, MONTGOMERY, VT, 05471"
LYNDON,05851,"294 INDUSTRIAL PKWY, LYNDON, VT, 05851"
NORTHFIELD,05663,"76 COX BROOK RD, NORTHFIELD, VT, 05663"
DORSET,05251,"4977 VT ROUTE 30, DORSET, VT, 05251"
WALLINGFORD,05773,"1348 W  HILL RD, WALLINGFORD, VT, 05773"
ROCKINGHAM,05154,"750 SAXTONS RIVER RD, ROCKINGHAM, VT, 05154"
PLYMOUTH,05056,"538 CHAPMAN RD, PLYMOUTH, VT, 05056"
BARRE CITY,05641,"58 COLBY ST, BARRE CITY, VT, 05641"
SOUTH BURLINGTON,05403,"25 SEBRING RD, SOUTH BURLINGTON, VT, 05403"
BELLOWS FALLS,05101,"27 GRISWOLD DR, BELLOWS FALLS, VT, 05101"
RUPERT,05776,"442 ROGERS RD, RUPERT, VT, 05776"
WILMINGTON,05363,"11 E   VILLAGE CIR, WILMINGTON, VT, 05363"
WESTFORD,05494,"0 WOODS HOLLOW RD, WESTFORD, VT, 05494"
TINMOUTH,05773,"31 EAST SHORE DR, TINMOUTH, VT, 05773"
ELMORE,05680,"1061 BROWN HILL RD, ELMORE, VT, 05680"
JOHNSON,05656,"62 BUDS WAY, JOHNSON, VT, 05656"
CAVENDISH,05142,"407 PERLEY BROWN RD, CAVENDISH, VT, 05142"
ROYALTON,05032,"2190 VT ROUTE 107, ROYALTON, VT, 05032"
WATERBURY,05676,"61 N   MAIN ST, WATERBURY, VT, 05676"
TROY,05859,"265 E   MAIN ST, TROY, VT, 05859"
SHEFFIELD,05866,"3975 OLD DUCK POND RD, SHEFFIELD, VT, 05866"
FAYSTON,05673,"461 STAGECOACH RD, FAYSTON, VT, 05673"
FERRISBURGH,05473,"199 JOCKEY LN, FERRISBURGH, VT, 05473"
BERKSHIRE,05476,"149 BERKSHIRE CENTER RD, BERKSHIRE, VT, 05476"
MONTGOMERY,05471,"76 DEEP GIBOU RD, MONTGOMERY, VT, 05471"
JERICHO,05465,"5 BUXTON LN, JERICHO, VT, 05465"
SUDBURY,05733,"277 APPLESEED RD, SUDBURY, VT, 05733"
ORLEANS,05860,"0 WATER ST, ORLEANS, VT, 05860"
WEATHERSFIELD,05151,"1470 GRAVELIN RD, WEATHERSFIELD, VT, 05151"
SAINT ALBANS TOWN,05478,"30 HOJABOOM RD, SAINT ALBANS TOWN, VT, 05478"
WOODSTOCK,05091,"78 SOUTH ST, WOODSTOCK, VT, 05091"
SWANTON,05478,"2183 HIGHGATE RD, SWANTON, VT, 05478"
MILTON,05468,"148 MCMULLEN RD, MILTON, VT, 05468"
BENNINGTON,05201,"110 S  BRANCH ST, BENNINGTON, VT, 05201"
GEORGIA,05478,"127 MURRAYS RDG, GEORGIA, VT, 05478"
SOUTH BURLINGTON,05403,"57 COMMERCE AVE, SOUTH BURLINGTON, VT, 05403"
WOODSTOCK,05091,"86 SAFFORD COMMONS WAY, WOODSTOCK, VT, 05091"
BURLINGTON,05401,"515 NORTH ST, BURLINGTON, VT, 05401"
WATERBURY,05676,"358 KNEELAND FLATS TRAILER PARK, WATERBURY, VT, 05676"
WEST PAWLET,05775,"1059 WARREN SWITCH RD, WEST PAWLET, VT, 05775"
FAYSTON,05673,"111 PINE TREE LN, FAYSTON, VT, 05673"
HARTFORD,05001,"31 ELK ST, HARTFORD, VT, 05001"
